Raman Shift (1/cm),Intensity (Counts)
1154.34,1232
1154.78,1267
1155.23,1250
1155.68,1256
1156.13,1265
1156.58,1248
1157.03,1249
1157.48,1240
1157.93,1248
1158.38,1266
1158.83,1262
1159.28,1246
1159.72,1255
1160.17,1226
1160.62,1269
1161.07,1244
1161.52,1254
1161.97,1252
1162.42,1258
1162.87,1265
1163.31,1214
1163.76,1263
1164.21,1246
1164.66,1259
1165.11,1242
1165.56,1247
1166.01,1251
1166.46,1258
1166.9,1263
1167.35,1239
1167.8,1240
1168.25,1230
1168.7,1256
1169.14,1230
1169.59,1254
1170.04,1271
1170.49,1224
1170.94,1242
1171.39,1268
1171.83,1254
1172.28,1262
1172.73,1242
1173.18,1274
1173.63,1251
1174.07,1248
1174.52,1255
1174.97,1262
1175.42,1263
1175.86,1254
1176.31,1246
1176.76,1252
1177.21,1236
1177.66,1262
1178.1,1245
1178.55,1246
1179,1260
1179.45,1260
1179.89,1266
1180.34,1261
1180.79,1260
1181.23,1260
1181.68,1261
1182.13,1264
1182.58,1252
1183.02,1267.93
1183.47,1264.64
1183.92,1262.46
1184.37,1244.75
1184.81,1265.6
1185.26,1258.8
1185.71,1257.56
1186.15,1256.46
1186.6,1251.84
1187.05,1259.55
1187.49,1247.26
1187.94,1250.41
1188.39,1264.59
1188.83,1252.83
1189.28,1243.53
1189.73,1261.24
1190.17,1247.61
1190.62,1249.91
1191.07,1259.93
1191.51,1261.29
1191.96,1259.05
1192.41,1251.93
1192.85,1247.81
1193.3,1268.89
1193.75,1255.25
1194.19,1265.17
1194.64,1252.36
1195.09,1268.38
1195.53,1258.29
1195.98,1251.35
1196.42,1255.64
1196.87,1233.16
