Raman Shift (1/cm),Intensity (Counts)
561.927,1247
562.415,1244
562.904,1234
563.393,1241
563.881,1235
564.372,1266
564.86,1259
565.349,1252
565.837,1255
566.326,1262
566.814,1234
567.304,1266
567.793,1264
568.281,1233
568.769,1244
569.258,1264
569.746,1274
570.234,1243
570.722,1238
571.211,1226
571.701,1253
572.189,1248
572.677,1248
573.165,1219
573.653,1224
574.141,1261
574.629,1244
575.117,1247
575.605,1225
576.093,1248
576.581,1253
577.069,1244
577.557,1228
578.044,1268
578.532,1268
579.02,1238
579.508,1232
579.995,1263
580.483,1210
580.971,1240
581.458,1252
581.946,1240
582.433,1244
582.921,1255
583.409,1256
583.896,1242
584.383,1244
584.871,1240
585.358,1250
585.846,1228
586.333,1245
586.82,1250
587.306,1236
587.793,1263
588.28,1251
588.768,1240
589.255,1238
589.742,1253
590.229,1246
590.716,1248
591.203,1240
591.688,1248
592.175,1248
592.662,1248
593.149,1254
593.636,1254
594.123,1237
594.608,1274
595.095,1265
595.582,1298
596.069,1288
596.556,1288
597.043,1318
597.527,1314
598.014,1298
598.501,1277
598.987,1276
599.472,1238
599.959,1248
600.445,1262
600.932,1278
601.416,1254
601.903,1230
602.389,1229
602.876,1245
603.36,1238
603.847,1260
604.333,1250
604.82,1250
605.304,1230
605.79,1250
606.277,1241
606.761,1230
607.247,1262
607.733,1234
608.217,1246
608.704,1224
609.19,1218
609.674,1231
610.16,1242
610.646,1241
611.13,1272
611.616,1222
612.1,1242
612.586,1251
613.072,1243
613.556,1228
614.042,1230
614.526,1249
615.011,1238
615.497,1238
615.981,1218
616.467,1233
616.95,1245
617.436,1233
617.92,1245
618.405,1247
618.891,1227
619.375,1232
619.86,1234
620.344,1258
620.829,1242
621.313,1243
621.798,1261
622.282,1238
622.767,1226
623.25,1246
623.736,1242
624.219,1256
624.704,1247
625.188,1238
625.673,1234
626.156,1245
626.639,1242
627.125,1249
627.608,1247
628.093,1229
628.576,1238
629.061,1256
629.544,1236
630.027,1238
630.512,1229
630.995,1234
631.48,1234
631.963,1248
632.446,1261
632.931,1220
633.414,1250
633.898,1242
634.381,1244
634.864,1234
635.349,1238
635.831,1233
636.314,1265
636.799,1230
637.281,1230
637.764,1238
638.249,1239
638.731,1249
639.214,1250
639.696,1243
640.181,1261
640.663,1222
641.146,1234
641.63,1254
642.112,1245
642.595,1242
643.077,1235
643.561,1222
644.044,1234
644.526,1258
645.008,1234
645.492,1238
645.974,1240
646.456,1230
646.939,1239
647.421,1258
647.905,1266
648.387,1248
648.869,1250
649.351,1273
649.833,1250
650.317,1246
650.799,1222
651.281,1271
651.762,1251
652.244,1247
652.726,1262
653.208,1250
653.692,1246
654.173,1240
654.655,1250
655.137,1263
655.618,1256
656.1,1241
656.582,1244
657.063,1241
657.545,1235
658.028,1235
658.51,1245
658.991,1234
659.473,1261
659.954,1246
660.436,1240
660.917,1253
661.398,1246
661.88,1232
662.361,1263
662.842,1274
663.323,1242
663.805,1252
664.286,1247
664.767,1248
665.248,1224
665.729,1234
666.21,1262
666.691,1256
667.172,1255
667.654,1230
668.134,1236
668.615,1240
669.096,1238
669.577,1235
670.058,1232
670.539,1270
671.018,1254
671.499,1250
671.979,1238
672.46,1250
672.941,1258
673.422,1253
673.902,1265
674.383,1257
674.864,1242
675.344,1253
675.823,1249
676.303,1251
676.784,1249
677.264,1235
677.745,1248
678.225,1238
678.704,1263
679.184,1247
679.665,1250
680.145,1232
680.625,1282
681.104,1251
681.584,1235
682.064,1255
682.544,1233
683.025,1224
683.503,1261
683.983,1253
684.463,1241
684.943,1244
685.421,1245
685.901,1274
686.381,1262
686.861,1267
687.339,1248
687.819,1269
688.299,1234
688.779,1254
689.257,1265
689.737,1246
690.217,1240
690.694,1252
691.174,1251
691.654,1250
692.132,1241
692.611,1249
693.091,1259
693.569,1247
694.048,1246
694.528,1228
695.005,1222
695.485,1251
695.962,1245
696.442,1231
696.921,1240
697.399,1250
697.878,1232
698.356,1226
698.835,1257
699.314,1246
699.792,1259
700.271,1246
700.748,1251
701.227,1248
701.705,1260
702.184,1246
702.663,1258
703.14,1247
703.619,1241
704.096,1241
704.575,1239
705.052,1248
705.531,1240
706.008,1263
706.487,1252
706.964,1267
707.443,1251
707.92,1244
708.399,1241
708.876,1250
709.353,1236
709.831,1250
710.308,1237
710.787,1251
711.264,1256
711.742,1244
712.219,1251
712.698,1240
713.174,1273
713.651,1226
714.129,1229
714.606,1256
715.084,1262
715.561,1237
716.037,1264
716.516,1282
716.992,1256
717.468,1240
717.947,1261
718.423,1249
718.899,1242
719.378,1256
719.854,1232
720.33,1244
720.808,1262
721.285,1236
721.761,1242
722.239,1245
722.715,1266
723.191,1233
723.667,1254
724.145,1259
724.621,1266
725.097,1235
725.575,1263
726.051,1266
726.527,1258
727.003,1247
727.481,1246
727.956,1248
728.432,1240
728.908,1239
729.384,1242
729.862,1256
730.337,1260
730.813,1254
731.289,1247
731.764,1268
732.242,1247
732.717,1249
733.193,1272
733.668,1238
734.144,1225
734.619,1240
735.097,1263
735.572,1243
736.048,1253
736.523,1263
736.998,1248
737.474,1244
737.949,1261
738.424,1254
738.9,1234
739.377,1249
739.852,1244
740.327,1264
740.802,1256
741.278,1245
741.753,1264
742.228,1256
742.703,1267
743.178,1258
743.653,1253
744.128,1264
744.603,1268
745.078,1268
745.553,1250
746.027,1269
746.502,1267
746.977,1240
747.452,1255
747.927,1256
748.401,1266
748.876,1264
749.351,1230
749.826,1261
750.3,1256
750.775,1246
751.249,1264
751.724,1252
752.199,1275
752.673,1266
753.148,1268
753.62,1259
754.095,1266
754.569,1278
755.043,1256.88
755.518,1263.58
755.992,1274.28
756.466,1259.12
756.941,1256
757.415,1243.6
757.887,1233.13
758.362,1259.82
758.836,1251.77
759.31,1258.24
759.784,1270.54
760.258,1256.87
760.73,1270.26
761.204,1251.54
761.678,1241.17
762.152,1265.6
762.626,1258.28
763.098,1279.4
763.572,1256.9
764.046,1246.32
764.52,1263.96
764.994,1258.49
765.466,1267.49
765.94,1263.47
766.414,1252.43
766.887,1256.22
767.359,1258.13
767.833,1258.37
768.307,1250.99
768.778,1261.75
769.252,1268.36
769.726,1254.96
770.199,1269.54
770.671,1257.9
771.144,1266.56
771.618,1265.41
772.089,1269.52
772.563,1261.49
773.036,1256.8
773.508,1267.19
773.981,1265.71
774.455,1256.33
774.926,1255.52
775.399,1267.43
775.873,1263.59
776.344,1264.9
776.817,1262.03
777.288,1263.91
777.762,1264.91
778.235,1271.73
778.706,1278.46
779.179,1275.91
779.65,1292.06
780.123,1313.96
780.596,1319.73
781.068,1342.79
781.541,1356.8
782.012,1386.97
782.484,1386.7
782.955,1389.91
783.428,1375.56
783.899,1372.4
784.372,1342.26
784.843,1335.63
785.316,1349.75
785.789,1338.42
786.259,1345.53
786.732,1345.6
787.203,1349.59
787.674,1373.4
788.146,1384.31
788.617,1393.45
789.089,1407.73
789.56,1428.18
790.033,1448.79
790.503,1428.65
790.976,1445.16
791.446,1428.78
791.919,1403.44
792.389,1369.97
792.86,1364.36
793.332,1346.01
793.802,1332.28
794.275,1316.85
794.745,1298.92
795.215,1298.9
795.688,1295.77
796.158,1283.52
796.63,1277.14
797.1,1254.61
797.571,1269.1
798.043,1280.46
798.513,1259.49
798.983,1244.07
799.455,1260.7
799.925,1261.37
800.395,1245.28
800.867,1248.44
801.337,1254.42
801.807,1262.9
802.279,1245.55
802.749,1251.98
803.219,1255
803.254,1255
803.73,1265
804.206,1253
804.682,1269
805.157,1256
805.633,1224
806.109,1230
806.584,1230
807.06,1232
807.536,1244
808.011,1246
808.487,1268
808.962,1248
809.438,1240
809.913,1238
810.389,1251
810.864,1252
811.339,1259
811.815,1252
812.29,1229
812.766,1240
813.241,1246
813.716,1259
814.191,1242
814.667,1242
815.142,1246
815.617,1234
816.092,1250
816.567,1238
817.042,1222
817.517,1246
817.992,1228
818.467,1248
818.94,1244
819.415,1242
819.89,1264
820.365,1237
820.84,1224
821.315,1236
821.79,1244
822.265,1228
822.737,1231
823.212,1228
823.687,1252
824.162,1243
824.636,1220
825.111,1234
825.584,1232
826.058,1236
826.533,1234
827.007,1228
827.482,1211
827.954,1226
828.429,1250
828.903,1237
829.378,1238
829.852,1228
830.325,1224
830.799,1242
831.273,1208
831.748,1241
832.22,1223
832.694,1214
833.169,1220
833.643,1227
834.115,1233
834.589,1242
835.063,1241
835.535,1230
836.01,1242
836.484,1200
836.958,1243
837.43,1220
837.904,1236
838.378,1220
838.85,1230
839.323,1241
839.797,1237
840.269,1234
840.743,1226
841.217,1212
841.689,1236
842.163,1230
842.634,1238
843.108,1236
843.582,1222
844.053,1248
844.527,1236
845.001,1225
845.472,1232
845.946,1234
846.417,1242
846.891,1235
847.362,1227
847.836,1226
848.309,1220
848.781,1237
849.254,1258
849.726,1231
850.199,1246
850.67,1232
851.144,1236
851.615,1232
852.088,1234
852.559,1228
853.033,1234
853.504,1238
853.977,1225
854.448,1226
854.921,1225
855.392,1232
855.865,1232
856.336,1234
856.809,1226
857.28,1230
857.753,1242
858.224,1230
858.697,1248
859.168,1242
859.639,1229
860.112,1234
860.583,1250
861.055,1222
861.526,1232
861.997,1230
862.469,1238
862.94,1244
863.413,1236
863.883,1234
864.354,1237
864.827,1241
865.297,1220
865.77,1198
866.24,1244
866.711,1226
867.183,1227
867.654,1221
868.124,1238
868.597,1232
869.067,1236
869.537,1235
870.008,1221
870.48,1224
870.95,1246
871.42,1218
871.893,1240
872.363,1231
872.833,1226
873.305,1231
873.775,1244
874.245,1267
874.715,1218
875.188,1247
875.658,1242
876.128,1239
876.598,1246
877.068,1261
877.539,1230
878.009,1235
878.479,1244
878.949,1262
879.421,1237
879.891,1228
880.36,1240
880.83,1237
881.3,1244
881.77,1236
882.241,1245
882.711,1245
883.181,1252
883.65,1260
884.12,1225
884.589,1261
885.059,1244
885.53,1244
886,1252
886.469,1232
886.939,1256
887.408,1248
887.878,1252
888.347,1246
888.816,1256
889.286,1278
889.757,1246
890.226,1242
890.695,1248
891.165,1228
891.634,1236
892.103,1251
892.572,1231
893.041,1239
893.51,1222
893.98,1256
894.449,1244
894.918,1255
895.387,1243
895.856,1236
896.325,1245
896.794,1250
897.262,1242
897.731,1240
898.2,1249
898.669,1226
899.138,1253
899.607,1238
900.075,1232
900.544,1238
901.013,1244
901.481,1257
901.95,1240
902.419,1234
902.885,1235
903.354,1240
903.823,1222
904.291,1246
904.76,1240
905.228,1230
905.697,1256
906.165,1240
906.633,1235
907.1,1240
907.568,1252
908.036,1255
908.505,1228
908.973,1246
909.441,1226
909.91,1228
910.376,1241
910.844,1239
911.312,1230
911.78,1249
912.249,1246
912.717,1236
913.183,1255
913.651,1240
914.119,1228
914.587,1233
915.053,1246
915.521,1234
915.989,1255
916.457,1240
916.924,1256
917.39,1242
917.858,1267
918.326,1248
918.792,1240
919.26,1241
919.727,1230
920.195,1245
920.661,1240
921.128,1242
921.596,1244
922.062,1222
922.529,1245
922.997,1224
923.464,1251
923.93,1250
924.397,1257
924.865,1240
925.33,1230
925.798,1230
926.263,1245
926.731,1241
927.198,1244
927.663,1242
928.13,1250
928.598,1244
929.063,1234
929.53,1240
929.996,1238
930.463,1246
930.93,1258
931.395,1257
931.862,1241
932.327,1246
932.794,1245
933.259,1263
933.726,1235
934.193,1238
934.658,1225
935.125,1228
935.59,1234
936.057,1234
936.522,1254
936.989,1246
937.454,1231
937.92,1228
938.385,1242
938.852,1262
939.317,1256
939.783,1259
940.248,1232
940.715,1241
941.179,1248
941.646,1250
942.111,1254
942.575,1262
943.042,1261
943.506,1252
943.973,1222
944.437,1240
944.904,1250
945.368,1248
945.832,1249
946.299,1238
946.763,1260
947.229,1254
947.694,1269
948.158,1254
948.624,1244
949.089,1248
949.553,1248
950.019,1257
950.483,1246
950.949,1243
951.413,1249
951.877,1256
952.343,1214
952.807,1232
953.271,1243
953.735,1248
954.201,1245
954.665,1245
955.129,1242
955.595,1260
956.059,1260
956.523,1252
956.987,1247
957.453,1254
957.916,1258
958.38,1260
958.846,1255
959.309,1262
959.773,1271
960.237,1238
960.701,1254
961.166,1259
961.63,1255
962.093,1251
962.557,1259
963.022,1265
963.486,1270
963.949,1264
964.413,1274
964.876,1274
965.339,1264
965.805,1288
966.268,1282
966.732,1261
967.195,1254
967.658,1273
968.121,1276
968.585,1263
969.05,1299
969.513,1288
969.976,1281
970.439,1291
970.902,1297
971.365,1307
971.828,1307
972.292,1287
972.755,1296
973.218,1277
973.682,1261
974.145,1286
974.608,1266
975.071,1284
975.534,1256
975.997,1258
976.46,1275
976.923,1266
977.385,1275
977.848,1271
978.311,1245
978.773,1266
979.236,1239
979.699,1265
980.161,1258
980.624,1248
981.087,1260
981.549,1265
982.012,1246
982.474,1228
982.937,1272
983.399,1264
983.862,1272
984.324,1258
984.785,1266
985.247,1270
985.709,1256
986.172,1268
986.634,1250
987.096,1263
987.558,1266
988.021,1259
988.483,1268
988.945,1279
989.405,1284
989.867,1263
990.329,1272
990.792,1247
991.254,1253
991.716,1274
992.178,1276
992.638,1255
993.1,1265
993.562,1266
994.023,1262
994.485,1262
994.947,1256
995.407,1250
995.869,1266
996.331,1260
996.793,1256
997.252,1270
997.714,1264
998.176,1264
998.637,1260
999.099,1258
999.559,1270
1000.02,1262
1000.48,1264
1000.94,1262
1001.4,1261
1001.86,1259
1002.33,1263
1002.79,1290
1003.25,1293
1003.71,1252
1004.17,1260
1004.63,1270
1005.09,1248
1005.55,1264
1006.01,1250
1006.47,1240
1006.93,1272
1007.39,1240
1007.85,1262
1008.31,1265
1008.77,1267
1009.24,1277
1009.7,1268
1010.16,1260
1010.62,1263
1011.08,1263
1011.54,1268
1012,1245
1012.46,1269
1012.92,1256
1013.38,1270
1013.84,1261
1014.3,1250
1014.76,1252
1015.22,1262
1015.68,1266
1016.14,1251
1016.6,1246
1017.06,1247
1017.52,1262
1017.98,1270
1018.44,1263
1018.9,1256
1019.36,1250
1019.82,1256
1020.27,1260
1020.73,1257
1021.19,1273
1021.65,1264
1022.11,1250
1022.57,1271
1023.03,1244
1023.49,1252
1023.95,1283
1024.41,1254
1024.87,1242
1025.33,1242
1025.79,1266
1026.25,1264
1026.7,1259
1027.16,1254
1027.62,1266
1028.08,1258
1028.54,1276
1029,1262
1029.46,1256
1029.92,1194
1030.38,1253
1030.84,1266
1031.29,1286
1031.75,1268
1032.21,1249
1032.67,1246
1033.13,1256
1033.59,1252
1034.05,1250
1034.5,1269
1034.96,1250
1035.42,1263
1035.88,1254
1036.34,1258
1036.8,1260
1037.25,1245
1037.71,1274
1038.17,1256
1038.63,1249
1039.09,1267
1039.54,1266
1040,1264
1040.46,1253
1040.92,1261
1041.38,1274
1041.84,1260
1042.29,1267
1042.75,1272
1043.21,1270
1043.67,1262
1044.12,1254
1044.58,1260
1045.04,1257
1045.5,1268
1045.95,1274
1046.41,1274
1046.87,1254
1047.33,1255
1047.79,1252
1048.24,1248
1048.7,1266
1049.16,1270
1049.61,1244
1050.07,1249
1050.53,1262
1050.99,1252
1051.44,1266
1051.9,1272
1052.36,1258
1052.81,1270
1053.27,1264
1053.73,1266
1054.19,1275
1054.64,1259
1055.1,1251
1055.56,1252
1056.01,1276
1056.47,1248
1056.93,1283
1057.38,1272
1057.84,1256
1058.3,1268
1058.75,1275
1059.21,1254
1059.67,1276
1060.12,1244
1060.58,1271
1061.04,1278
1061.49,1278
1061.95,1272
1062.41,1266
1062.86,1261
1063.32,1282
1063.77,1262
1064.23,1256
1064.69,1270
1065.14,1278
1065.6,1286
1066.06,1286
1066.51,1246
1066.97,1272
1067.42,1272
1067.88,1266
1068.34,1296
1068.79,1282
1069.25,1276
1069.7,1268
1070.16,1253
1070.62,1267
1071.07,1287
1071.53,1292
1071.98,1262
1072.44,1288
1072.89,1260
1073.35,1286
1073.81,1279
1074.26,1284
1074.71,1264
1075.17,1280
1075.63,1263
1076.08,1254
1076.54,1275
1076.99,1254
1077.45,1258
1077.9,1277
1078.36,1287
1078.81,1255
1079.27,1283
1079.72,1283
1080.18,1268
1080.63,1281
1081.09,1284
1081.54,1282
1082,1286
1082.45,1285
1082.91,1286
1083.36,1290
1083.82,1278
1084.27,1264
1084.73,1286
1085.18,1274
1085.64,1262
1086.09,1285
1086.54,1282
1087,1256
1087.45,1290
1087.91,1275
1088.36,1262
1088.82,1286
1089.27,1262
1089.72,1280
1090.18,1276
1090.63,1292
1091.09,1284
1091.54,1278
1092,1285
1092.45,1264
1092.9,1278
1093.36,1290
1093.81,1279
1094.27,1280
1094.72,1267
1095.17,1266
1095.63,1282
1096.08,1296
1096.54,1281
1096.99,1296
1097.44,1295
1097.9,1274
1098.35,1270
1098.8,1295
1099.26,1304
1099.71,1285
1100.17,1302
1100.62,1308
1101.07,1295
1101.52,1290
1101.98,1293
1102.43,1308
1102.88,1304
1103.34,1296
1103.79,1302
1104.24,1306
1104.7,1282
1105.15,1312
1105.6,1296
1106.06,1314
1106.51,1312
1106.96,1317
1107.41,1306
1107.87,1310
1108.32,1304
1108.78,1306
1109.23,1301
1109.68,1293
1110.13,1314
1110.59,1300
1111.04,1270
1111.49,1294
1111.94,1292
1112.4,1285
1112.85,1294
1113.3,1308
1113.75,1308
1114.21,1299
1114.66,1278
1115.11,1278
1115.56,1288
1116.02,1296
1116.47,1287
1116.92,1301
1117.37,1286
1117.83,1278
1118.28,1295
1118.73,1291
1119.18,1285
1119.63,1277
1120.09,1276
1120.54,1274
1120.99,1268
1121.44,1256
1121.89,1294
1122.34,1282
1122.8,1297
1123.25,1268
1123.7,1270
1124.15,1260
1124.6,1280
1125.05,1278
1125.51,1287
1125.96,1284
1126.41,1277
1126.86,1274
1127.31,1278
1127.76,1292
1128.22,1262
1128.67,1288
1129.12,1283
1129.57,1266
1130.02,1290
1130.47,1284
1130.92,1281
1131.37,1261
1131.82,1289
1132.27,1269
1132.73,1287
1133.18,1276
1133.63,1293
1134.08,1268
1134.53,1302
1134.98,1276
1135.43,1266
1135.88,1291
1136.33,1265
1136.78,1283
1137.23,1266
1137.68,1260
1138.14,1250
1138.59,1290
1139.04,1279
1139.49,1286
1139.94,1292
1140.39,1278
1140.84,1272
1141.29,1270
1141.74,1274
1142.19,1264
1142.64,1298
1143.09,1285
1143.54,1264
1143.99,1283
1144.44,1280
1144.89,1277
1145.34,1279
1145.79,1270
1146.24,1277
1146.69,1278
1147.14,1268
1147.59,1284
1148.04,1286
1148.49,1285
1148.94,1289
1149.39,1295
1149.84,1280
1150.29,1284
1150.74,1269
1151.19,1246
1151.64,1306
1152.09,1274
1152.54,1270
1152.99,1285
1153.44,1275
1153.89,1274
1154.34,1280
1154.78,1296
1155.23,1269
1155.68,1277
1156.13,1264
1156.58,1281
1157.03,1262
1157.48,1268
1157.93,1263
1158.38,1289
1158.83,1270
1159.28,1284
1159.72,1293
1160.17,1284
1160.62,1269
1161.07,1264
1161.52,1279
1161.97,1284
1162.42,1281
1162.87,1284
1163.31,1302
1163.76,1271
1164.21,1280
1164.66,1265
1165.11,1292
1165.56,1274
1166.01,1264
1166.46,1284
1166.9,1283
1167.35,1284
1167.8,1269
1168.25,1279
1168.7,1287
1169.14,1270
1169.59,1274
1170.04,1272
1170.49,1287
1170.94,1268
1171.39,1275
1171.83,1290
1172.28,1270
1172.73,1276
1173.18,1281
1173.63,1297
1174.07,1282
1174.52,1281
1174.97,1272
1175.42,1285
1175.86,1280
1176.31,1295
1176.76,1295
1177.21,1278
1177.66,1287
1178.1,1277
1178.55,1274
1179,1278
1179.45,1279
1179.89,1291
1180.34,1280
1180.79,1283
1181.23,1293
1181.68,1287
1182.13,1286
1182.58,1290
1183.02,1283.89
1183.47,1270.72
1183.92,1280.15
1184.37,1286.72
1184.81,1287.31
1185.26,1256.63
1185.71,1277.04
1186.15,1278.67
1186.6,1272.19
1187.05,1262.47
1187.49,1281.13
1187.94,1276.57
1188.39,1282.27
1188.83,1283.97
1189.28,1277.9
1189.73,1270.93
1190.17,1281.05
1190.62,1271.5
1191.07,1274.8
1191.51,1263.96
1191.96,1280.88
1192.41,1266.5
1192.85,1289.29
1193.3,1275.4
1193.75,1257.37
1194.19,1279.92
1194.64,1286.17
1195.09,1268.01
1195.53,1272.3
1195.98,1273.76
1196.42,1279.25
1196.87,1281.53
1197.32,1268.97
1197.76,1283.15
1198.21,1266.4
1198.65,1279.88
1199.1,1273.8
1199.55,1281.17
1199.99,1275.51
1200.44,1278.65
1200.88,1284.62
1201.33,1270.02
