Raman Shift (1/cm),Intensity (Counts)
955.129,1551
955.595,1526
956.059,1576
956.523,1536
956.987,1548
957.453,1558
957.916,1566
958.38,1552
958.846,1561
959.309,1551
959.773,1563
960.237,1566
960.701,1575
961.166,1564
961.63,1564
962.093,1552
962.557,1542
963.022,1555
963.486,1575
963.949,1570
964.413,1615
964.876,1617
965.339,1574
965.805,1608
966.268,1630
966.732,1612
967.195,1660
967.658,1660
968.121,1663
968.585,1696
969.05,1768
969.513,1750
969.976,1744
970.439,1790
970.902,1858
971.365,1831
971.828,1830
972.292,1830
972.755,1803
973.218,1780
973.682,1734
974.145,1701
974.608,1671
975.071,1648
975.534,1584
975.997,1631
976.46,1627
976.923,1603
977.385,1589
977.848,1612
978.311,1558
978.773,1546
979.236,1586
979.699,1573
980.161,1580
980.624,1560
981.087,1578
981.549,1561
982.012,1567
982.474,1560
982.937,1538
983.399,1594
983.862,1584
984.324,1566
984.785,1558
985.247,1594
985.709,1610
986.172,1609
986.634,1595
987.096,1594
987.558,1608
988.021,1629
988.483,1624
988.945,1606
989.405,1646
989.867,1611
990.329,1601
990.792,1608
991.254,1582
991.716,1564
992.178,1568
992.638,1570
993.1,1558
993.562,1568
994.023,1550
994.485,1536
994.947,1534
995.407,1542
995.869,1558
996.331,1563
996.793,1576
997.252,1516
997.714,1574
998.176,1577
998.637,1540
999.099,1561
999.559,1572
1000.02,1528
1000.48,1541
1000.94,1565
1001.4,1538
1001.86,1548
1002.33,1530
1002.79,1567
1003.25,1572
1003.71,1534
1004.17,1570
1004.63,1577
1005.09,1586
1005.55,1558
1006.01,1592
1006.47,1585
1006.93,1600
1007.39,1599
1007.85,1613
1008.31,1591
1008.77,1593
1009.24,1566
1009.7,1646
1010.16,1556
1010.62,1606
1011.08,1600
1011.54,1562
1012,1578
1012.46,1577
1012.92,1584
1013.38,1579
1013.84,1566
1014.3,1578
1014.76,1591
1015.22,1564
1015.68,1535
1016.14,1555
1016.6,1562
1017.06,1534
1017.52,1548
1017.98,1581
1018.44,1536
1018.9,1548
1019.36,1537
1019.82,1536
1020.27,1522
1020.73,1541
1021.19,1538
1021.65,1532
1022.11,1544
1022.57,1538
1023.03,1526
1023.49,1562
1023.95,1544
1024.41,1541
1024.87,1521
1025.33,1558
1025.79,1551
1026.25,1548
1026.7,1524
1027.16,1532
1027.62,1553
1028.08,1567
1028.54,1522
1029,1533
1029.46,1536
1029.92,1513
1030.38,1528
1030.84,1556
1031.29,1509
1031.75,1482
1032.21,1522
1032.67,1506
1033.13,1526
1033.59,1536
1034.05,1554
1034.5,1545
1034.96,1544
1035.42,1541
1035.88,1546
1036.34,1532
1036.8,1549
1037.25,1536
1037.71,1552
1038.17,1536
1038.63,1537
1039.09,1538
1039.54,1515
1040,1538
1040.46,1517
1040.92,1517
1041.38,1532
1041.84,1509
1042.29,1538
1042.75,1544
1043.21,1534
1043.67,1540
1044.12,1525
1044.58,1500
1045.04,1534
1045.5,1492
1045.95,1540
1046.41,1546
1046.87,1555
1047.33,1556
1047.79,1546
1048.24,1528
1048.7,1516
1049.16,1554
1049.61,1539
1050.07,1543
1050.53,1548
1050.99,1514
1051.44,1551
1051.9,1543
1052.36,1530
1052.81,1510
1053.27,1540
1053.73,1572
1054.19,1552
1054.64,1561
1055.1,1525
1055.56,1568
1056.01,1542
1056.47,1557
1056.93,1518
1057.38,1544
1057.84,1557
1058.3,1578
1058.75,1564
1059.21,1552
1059.67,1544
1060.12,1552
1060.58,1552
1061.04,1544
1061.49,1562
1061.95,1539
1062.41,1552
1062.86,1548
1063.32,1573
1063.77,1536
1064.23,1526
1064.69,1532
1065.14,1526
1065.6,1560
1066.06,1552
1066.51,1552
1066.97,1549
1067.42,1580
1067.88,1541
1068.34,1548
1068.79,1540
1069.25,1548
1069.7,1538
1070.16,1522
1070.62,1539
1071.07,1555
1071.53,1566
1071.98,1520
1072.44,1561
1072.89,1565
1073.35,1530
1073.81,1572
1074.26,1552
1074.71,1561
1075.17,1562
1075.63,1556
1076.08,1564
1076.54,1566
1076.99,1565
1077.45,1550
1077.9,1564
1078.36,1564
1078.81,1566
1079.27,1538
1079.72,1578
1080.18,1560
1080.63,1521
1081.09,1546
1081.54,1566
1082,1540
1082.45,1566
1082.91,1558
1083.36,1561
1083.82,1562
1084.27,1575
1084.73,1564
1085.18,1554
1085.64,1552
1086.09,1574
1086.54,1578
1087,1549
1087.45,1569
1087.91,1556
1088.36,1565
1088.82,1562
1089.27,1572
1089.72,1571
1090.18,1560
1090.63,1571
1091.09,1587
1091.54,1595
1092,1565
1092.45,1573
1092.9,1586
1093.36,1596
1093.81,1588
1094.27,1573
1094.72,1568
1095.17,1586
1095.63,1605
1096.08,1595
1096.54,1606
1096.99,1626
1097.44,1612
1097.9,1596
1098.35,1646
1098.8,1632
1099.26,1661
1099.71,1665
1100.17,1638
1100.62,1691
1101.07,1724
1101.52,1680
1101.98,1734
1102.43,1758
1102.88,1752
1103.34,1779
1103.79,1759
1104.24,1767
1104.7,1816
1105.15,1793
1105.6,1827
1106.06,1788
1106.51,1812
1106.96,1870
1107.41,1882
1107.87,1851
1108.32,1842
1108.78,1876
1109.23,1844
1109.68,1812
1110.13,1766
1110.59,1772
1111.04,1739
1111.49,1712
1111.94,1732
1112.4,1731
1112.85,1714
1113.3,1710
1113.75,1681
1114.21,1678
1114.66,1670
1115.11,1662
1115.56,1639
1116.02,1638
1116.47,1634
1116.92,1628
1117.37,1602
1117.83,1630
1118.28,1615
1118.73,1592
1119.18,1632
1119.63,1575
1120.09,1596
1120.54,1577
1120.99,1618
1121.44,1570
1121.89,1564
1122.34,1597
1122.8,1566
1123.25,1579
1123.7,1592
1124.15,1612
1124.6,1587
1125.05,1581
1125.51,1568
1125.96,1582
1126.41,1582
1126.86,1592
1127.31,1592
1127.76,1602
1128.22,1586
1128.67,1552
1129.12,1583
1129.57,1592
1130.02,1570
1130.47,1608
1130.92,1592
1131.37,1575
1131.82,1599
1132.27,1574
1132.73,1586
1133.18,1604
1133.63,1580
1134.08,1578
1134.53,1600
1134.98,1600
1135.43,1574
1135.88,1573
1136.33,1598
1136.78,1568
1137.23,1575
1137.68,1576
1138.14,1584
1138.59,1590
1139.04,1602
1139.49,1615
1139.94,1586
1140.39,1576
1140.84,1596
1141.29,1600
1141.74,1605
1142.19,1580
1142.64,1568
1143.09,1591
1143.54,1600
1143.99,1612
1144.44,1582
1144.89,1620
1145.34,1628
1145.79,1626
1146.24,1574
1146.69,1620
1147.14,1591
1147.59,1586
1148.04,1639
1148.49,1594
1148.94,1628
1149.39,1596
1149.84,1624
1150.29,1588
1150.74,1600
1151.19,1609
