400.412	1088
400.915	1094
401.417	1101
401.92	1096
402.421	1090
402.925	1096
403.426	1092
403.93	1094
404.431	1101
404.934	1092
405.435	1102
405.939	1095
406.44	1094
406.941	1078
407.444	1092
407.945	1086
408.448	1088
408.949	1086
409.453	1077
409.954	1071
410.454	1064
410.957	1077
411.458	1066
411.959	1069
412.462	1064
412.963	1080
413.466	1068
413.967	1062
414.467	1068
414.97	1066
415.471	1074
415.971	1071
416.474	1076
416.975	1062
417.475	1064
417.978	1052
418.478	1062
418.979	1069
419.481	1052
419.982	1074
420.482	1077
420.983	1064
421.485	1071
421.985	1064
422.486	1066
422.988	1064
423.488	1072
423.988	1074
424.489	1048
424.991	1065
425.491	1061
425.991	1060
426.491	1062
426.991	1076
427.493	1062
427.993	1077
428.493	1062
428.993	1069
429.495	1066
429.995	1064
430.495	1078
430.995	1064
431.495	1066
431.994	1061
432.496	1063
432.996	1068
433.496	1069
433.995	1062
434.495	1069
434.995	1077
435.494	1078
435.996	1076
436.495	1078
436.995	1068
437.494	1082
437.994	1080
438.493	1074
438.993	1077
439.492	1087
439.991	1092
440.493	1090
440.992	1096
441.491	1091
441.99	1092
442.49	1099
442.989	1090
443.488	1088
443.987	1092
444.486	1104
444.985	1098
445.484	1094
445.983	1082
446.482	1092
446.981	1095
447.48	1102
447.979	1082
448.478	1090
448.977	1097
449.476	1099
449.974	1102
450.473	1098
450.972	1106
451.471	1111
451.969	1105
452.468	1114
452.967	1126
453.465	1121
453.964	1123
454.462	1131
454.961	1140
455.457	1140
455.956	1143
456.454	1156
456.953	1165
457.451	1161
457.95	1164
458.448	1152
458.946	1173
459.445	1154
459.943	1160
460.439	1154
460.937	1150
461.435	1147
461.933	1146
462.432	1123
462.93	1114
463.428	1130
463.924	1126
464.422	1100
464.92	1117
465.418	1110
465.916	1089
466.412	1102
466.909	1093
467.407	1081
467.905	1078
468.403	1078
468.899	1085
469.396	1094
469.894	1078
470.392	1087
470.887	1086
471.385	1079
471.883	1080
472.38	1104
472.876	1180
473.373	1370
473.871	1525
474.368	1686
474.864	1795
475.361	1810
475.858	1735
476.354	1588
476.851	1434
477.348	1252
477.844	1118
478.341	1072
478.838	1082
479.333	1068
479.831	1073
480.328	1074
480.823	1071
481.32	1071
481.817	1063
482.312	1070
482.809	1060
483.306	1073
483.801	1066
484.298	1060
484.793	1069
485.289	1068
485.786	1073
486.281	1068
486.778	1071
487.273	1071
487.769	1071
488.266	1078
488.761	1068
489.257	1060
489.752	1064
490.249	1072
490.743	1074
491.24	1080
491.734	1068
492.231	1070
492.725	1069
493.222	1074
493.716	1064
494.212	1066
494.707	1072
495.203	1076
495.697	1071
496.194	1068
496.688	1060
497.184	1080
497.678	1076
498.174	1076
498.669	1062
499.165	1068
499.659	1069
500.155	1070
500.649	1066
501.143	1086
501.639	1065
502.133	1070
502.629	1073
503.123	1064
503.618	1056
504.112	1068
504.606	1078
505.102	1083
505.596	1072
506.089	1078
506.585	1072
507.079	1070
507.574	1066
508.068	1070
508.562	1069
509.057	1068
509.551	1070
510.044	1077
510.54	1072
511.033	1070
511.527	1071
512.022	1074
512.515	1068
513.009	1060
513.502	1076
513.997	1072
514.491	1075
514.984	1072
515.479	1062
515.972	1064
516.465	1058
516.959	1078
517.454	1081
517.947	1066
518.44	1072
518.933	1084
519.428	1072
519.921	1070
520.414	1082
520.907	1080
521.4	1074
521.894	1079
522.387	1082
522.88	1074
523.373	1076
523.866	1090
524.36	1080
524.853	1090
525.346	1086
525.838	1096
526.331	1097
526.824	1102
527.318	1104
527.811	1118
528.303	1103
528.796	1110
529.288	1115
529.781	1110
530.273	1130
530.765	1132
531.258	1153
531.752	1170
532.245	1180
532.737	1187
533.229	1184
533.721	1198
534.213	1211
534.706	1200
535.198	1211
535.69	1200
536.182	1214
536.674	1192
537.166	1178
537.658	1170
538.15	1168
538.642	1155
539.134	1166
539.626	1144
540.118	1140
540.61	1143
541.101	1124
541.593	1116
542.085	1106
542.577	1110
543.068	1100
543.56	1104
544.052	1097
544.543	1088
545.035	1091
545.527	1080
546.018	1090
546.51	1088
547.001	1082
547.493	1078
547.984	1070
548.474	1076
548.965	1083
549.456	1070
549.948	1082
550.439	1075
550.93	1058
551.422	1070
551.913	1068
552.404	1064
552.893	1073
553.384	1072
553.875	1063
554.367	1069
554.858	1058
555.349	1074
555.838	1070
